ref_id,section,bug_description,reported_date,severity,due_date,dev_type,eta,actual,status
QA-1131,06 (Student Card - Financement),"[ERP_007][Continous Formation Manager][Mailbox] I get notif financement_n1 in the mailbox, I click redirect in the student card but redirect to a different student than the one mentioned in the notification Video",02/24/2023,Moderate,02/24/2023,0,0:15,0:15,Pass
QA-1132,01 (Finance Organization),"[ERP_007][Finance][Follow up organization] terms display red dot when assigning timeline in the company, because the month term has passed Video",02/24/2023,Minor,02/24/2023,0,0:10,0:10,Pass
QA-1133,12 (Master Table Transaction),"[ER{_007][Master Transaction Table][Student Ballance] the Translation of ""Avoir Additional Cost"" is different it display ""Avoir Frais d'inscription"" it should be ""Avoir Frais annexes"" || Video",02/24/2023,Localization,02/24/2023,0,0:10,0:10,Pass
QA-1134,06 (Add Payment DP),"For case student FI pay DP with full rate discount 100% and DP is additional costs, the student try to pay DP on the form filling, but I check Down Payment amount is 1000 despite the additional cost is 260 Video Test Data: A11329 Mme Sonia ALVES",02/24/2023,Major,02/24/2023,0,0:10,0:10,NAB
QA-1135,02 (Operation Lines),"[ERP_007][Finance][Operation Lines Table][Table Filter for Operation Name] There is no data populated for filter dropdown, just All option for filter table select | Video  Note: Please check in other filter table too",02/24/2023,Moderate,02/24/2023,0,0:15,0:07,Pass
QA-1136,01 (Student Balance),"There's double status in ""billing of term"" after generate billing from follow up organization Video",02/24/2023,Major,02/24/2023,0,0:20,,Pass
QA-1137,01 (Student Balance),[ERP_007][Master Transaction Table][Operation Name} using type of formation FI and I paid DP. But in the operation name in Master Transaction Table display payment of Down Payment Video | Mapping,02/24/2023,Minor,02/24/2023,0,0:15,0:15,Pass
QA-1138,07 (Transfer Program),"[ERP_007][Transfer Student][Student FC] after I pay DP for student, I cannot Transfer the student from FC program to other FC program. but in Spec Doc we can tranfer the student to other program  || Video",02/24/2023,Blocking,02/24/2023,0,,,Pass
QA-1139,02 (Operation Lines - Export SAGE),"Operation Name: Term number on Billing of term 1 is not displayed, it only displayed ""Billing of term"".  It should be ""Billing of term 1"" Video",02/24/2023,Moderate,02/24/2023,0,0:15,,Pass
QA-1140,01 (Finance Follow up),[ERP_007][Finance][Follow up Student] terms display red dot when the month term has passed,02/25/2023,Moderate,02/25/2023,0,0:15,,Pass
QA-1141,01 (Finance Status),[ERP_007][Student Card][Finance Status] terms display red dot when the month term has passed,02/25/2023,Moderate,02/25/2023,0,0:15,,Pass
QA-1142,06 (Student Card - Financement),"[ERP_007][Student Card][Financement Tab] When i click link from FINANCEMENT_N1 from CFM malbox, i got directed to student card financement tab but i got error 'TypeError: Cannot read properties of undefined (reading 'count_document')' | Video",02/25/2023,Moderate,02/25/2023,0,0:15,,Pass
QA-1143,12 (Master Table Transaction),[ERP_007][Finance][Master Transaction] Column program on table master transaction doesn't show the scholar season,02/25/2023,Moderate,02/25/2023,0,0:15,0:15,Pass
QA-1144,01 (Student Form),"[ERP_007][Student form][Step Down payment] After i pay the Down Payment using SEPA, the swal BRAVO is not displayed,  and when i go back to the step down payment, the form is empty Link form :Form Student : Amelie AUGIS  Student number : A10741 Registration profile : [REINSCR] - EFAP ICART EFJ - (FC - Personnel) Payment DP by SEPA  Video",02/25/2023,Moderate,02/25/2023,0,0:10,0:10,Pass
QA-1145,04 (Manual Action - Billing),"[ERP_007][Student balance][Billing] In popup add billing, I see the field note has mandatory sign (*), but I can validate the data without fill the note",02/25/2023,Minor,02/25/2023,0,0:10,0:10,Pass
QA-1146,06 (Add payment financement),[ERP_007][Master Transaction] the not generated term color of transaction table on add payment manual organization not change when i fill the amount field | Video,02/25/2023,Moderate,02/25/2023,0,0:15,0:15,Pass
QA-1147,12 (Master Table Transaction),"[ERP_007][Finance][Master Transaction][FI Readmission] After Edit Term it will generate cancel of payment line, I go to sub menu Master Transaction Table, on column source still use hardcode master_transaction.term_cancelled student number : A09563 Video",,Localization,02/25/2023,0,0:10,0:10,Pass
QA-1148,12 (Master Table Transaction),"[ERP_007] [Master transactoin table] [Manual action - Add Refund]. When I add Refund from student balance, in the master transactoin table, I see there is Euro icon displayed for Refund. Euro icon should not be displayed. Video",02/27/2023,Moderate,02/27/2023,0,0:15,0:15,Pass
QA-1149,04 (edit Manual Action - Billing),The date form control is not populated when editing first time but populated when editing the second time - Video,02/25/2023,Moderate,02/25/2023,0,,,Pass
QA-1150,01 (Student Commentaries),Confirm button does not directly show the timer on SWAL Confirm Remove Manual Payment and the text with timer is different than the text without timer - Video,02/25/2023,Minor,02/25/2023,0,0:10,0:10,Pass
QA-1151,01 (Student Form),"[ERP_007 Finance v2] [Follow Up Student] in 'Add Payment' dialog at Follow Up Student, there is no terms generated at the dialog even when the Modality step already completed. video",02/24/2023,Blocking,02/24/2023,0,0:05,0:05,Pass
QA-1152,04 (Payment Regulation),[ERP_007 Finance V2] [Form Payment] After I click link in PAY_N2 I directly to payment term form and it didn't display the term table | Video,02/24/2023,Major,02/24/2023,0,0:10,0:10,Pass
QA-1153,12 (Follow Up Student),"[ERP_007 Finance V2] [Follow Up Student] after i adding regulation payment and than go to student card and trying to delete it I cant I cant delete regulation payment SWAL : There is an error on the server, Please check your connection or re-login",02/24/2023,Major,02/24/2023,0,,,Pass
QA-1154,06 (Add Payment Term),"[ERP_007] [Add payment UI] [Status of DP] Student has DP with status Pending, but when user add payment from finance follow up student, in the Add payment UI the status of DP are still blue where it should be orange (pending) Link to thread",02/27/2023,Moderate,02/27/2023,0,0:15,,Pass
QA-1155,01 (Finance Follow Up),"[ERP_007] [Finance follow up student] [Column localization] On the finance follow up student, there is column Account number, but the correct localization for the column are  EN Student number FR Numéro apprenant  Link to thread",02/27/2023,Localization,02/27/2023,0,,,Pass
QA-1156,01 (Student Balance),"[ERP_007] [Manual action - Avoir] [Text on SWAL] if user add amount more than amount billed on the pop up Add avoir/discount it will display a SWAL, but we need to update the SWAL using the information modal type and update the text display text EN Sorry FR Désolé  link to thread video",02/27/2023,Localization,02/27/2023,0,,,Pass
QA-1157,02 (Operation Lines),"[ERP_007][Operation Lines][Payer] after I transfer student and I check operation lines there is payer for student. should be no have payer in the student, because I check in the maaster transaction table and student balance not have payer. Video",02/27/2023,Minor,02/27/2023,0,0:10,0:10,Pass
QA-1158,06 (Add Payment Term - Adyen),1/ Asking payment form. When student/FS have term chargeback and partially chargeback. They cannot pay Total Amount Remaining or less blocked by warning message 2/ In the Finance status tabel status term is not displayed correctly Link to student card : Link Link to payment form : Form,02/27/2023,Blocking,02/27/2023,0,0:15,0:15,Pass
QA-1159,12 (Master Table Transaction),[ERP_007][Finance][Master Transaction]After i add manual action avoir the time column displays different | Video | Student Card,02/27/2023,Moderate,02/27/2023,0,0:15,0:15,NAB
QA-1160,01 (Student Balance),"[ERP_007][Student Balance][Operation name] When i add avoir from manual action with operation name is Avoir scholarship fees <student program> . translate not correct  on table operation line, master transaction, student balance|| Video",02/27/2023,Minor,02/27/2023,0,0:10,0:10,Pass
QA-1161,06 (Student Card - Financement),"[ERP_007][STudent Card][Financement] When i click the link from email FINACEMENT_N1, it already redirect me to the student card but on the tab financement it should open the current program of the student, not the old one. Video",02/27/2023,Minor,02/27/2023,0,0:10,,Pass
QA-1162,01 (Student Balance),"[ERP_007][Student Balance][Delete Avoir] Localization inside the swal after click on remove button (trash icon button) is not correct (for case avoir scholar ship). it still display the text ""avoir_of_Scholarship"" || Video",02/27/2023,Localization,02/27/2023,0,0:10,0:30,Pass
QA-1163,01 (Student Balance),"[ERP_007][Student Card][Student Balance] when i try to remove data payment line ""paymnet of term <index>"" and ""payment of term <index> - Regulation"" , then it display pop up dialog confirm delete . name data payment line want delete not correct. ||   video",02/28/2023,Minor,02/28/2023,0,0:10,,Pass
QA-1164,12 (Master Table Transaction - Funcitonality Filter),"[ERP_007][Master Transaction Table][Filter] When I do filter on column ""Program"" and select the option ""21-22 BRASTR 1 Métiers de la création CP - ARAP"" it displayed swal error  TypeError: Cannot read properties of null (reading 'includes') | Video",02/28/2023,Moderate,02/28/2023,0,0:15,0:15,Pass
QA-1165,01 (Student Balance),"when i add refund from manual action, it dispaly remove payment. then i try to click remove payement display swal error ||  spec_doc || video",03/01/2023,Moderate,03/07/2023,0,0:20,0:15,Pass
QA-1166,04 (Manual Action - Refund),"Manual action: Refund Payer: Financement 1/After I add Refund, the icon of action colum  not follow spec doc. the button pencil icon and trash icon is not display  2/ When I try to remove refund line by click button remove payment -> it display swal ""Error Cannot read property 'billing_id' of null"" .So i cannot remove the line of manual refund video: Link",03/01/2023,Major,03/01/2023,0,0:20,0:20,Pass
QA-1167,03 (Unbalanced balance),"[erp_007][Unbalanced Balance] when i want export Unbalanced Balance, it display about about export ""Generate the csv export SAGE"" .csv ||  chat",03/01/2023,Moderate,03/01/2023,0,0:15,0:15,Pass
QA-1168,05 (OD Student Balance Adjustement),"Manual Action: Add OD Student Ballance Adjustment Payer: Student Localization Issue on comentaris when I add OD Student Bllance for student: Video in FR Localization, it still displayed EN text  - Sujet : OD student balance adjustment of 1000 EUR - Catégorie : Finance - OD student balance adjustment - Body of commentaries: An OD student balance adjustment EUR a été ajouté le 01/03/2023 de <from> a <to>  Expectation: format should be respected thread Test data: A11076 Mrs Zoé BALLU",03/01/2023,Localization,03/01/2023,0,0:15,0:15,Pass
QA-1169,05 (OD Student Balance Adjustement),When add manual action Avoir still generate wrong format of commentaries and the localization still wrong. need to generate a commentary with new format and the localization must be correct || Link to thread  || SpecDoc,03/02/2023,Improvement,03/02/2023,0,0:15,0:15,Pass
QA-1170,05 (OD Student Balance Adjustement),When add manual action billing still generate wrong format of commentaries and the localization still wrong. need to generate a commentary with new format and the localization must be correct || Link to thread  || SpecDoc,03/02/2023,Improvement,03/02/2023,0,0:15,0:15,Pass
QA-1171,05 (OD Student Balance Adjustement),When add manual action payment line still generate wrong format of commentaries and the localization still wrong. need to generate a commentary with new format and the localization must be correct || Link to thread  || SpecDoc,03/02/2023,Improvement,03/02/2023,0,0:15,0:15,Pass
QA-1172,05 (OD Student Balance Adjustement),When add manual action refund still generate wrong format of commentaries and the localization still wrong. need to generate a commentary with new format and the localization must be correct || Link to thread  || SpecDoc,03/02/2023,Improvement,03/02/2023,0,0:15,0:15,Pass
